D,earnings,edu,prevearn
1,2617,9,560
1,49824,15,2061
1,9602,12,8000
0,10191,11,6000
1,1,15,1400
0,193,8,0
1,25988,12,4008
0,2934,12,0
1,45265,12,3000
1,27115,13,2600
1,7487,15,3500
1,16776,12,6000
1,16755,12,700
1,30383,12,0
1,12671,8,0
1,11863,8,2571
1,2556,12,1325
0,11373,9,450
0,7545,12,3000
0,6954,11,3000
1,19396,10,0
0,23040,12,0
1,8247,12,5000
0,21634,11,900
1,3992,12,5600
0,6887,12,500
1,5907,12,0
0,6727,11,0
1,27732,9,4000
0,7573,11,2800
1,47869,12,13000
1,23478,12,2272
1,25827,12,6000
1,26785,11,278
1,0,12,1400
1,78,12,1260
0,8940,17,1741
1,0,8,0
1,0,16,2200
1,16134,14,2400
1,688,8,90
1,24036,11,13658
0,2055,8,6000
1,23198,12,4604
0,70062,14,4728
1,84,12,150
0,5805,12,700
0,23436,9,1000
1,0,12,1000
1,616,11,1200
1,24902,11,6248
0,14070,7,0
1,20875,10,0
1,13956,10,9500
0,11208,16,800
1,34737,8,0
1,12435,14,800
1,44648,12,2604
1,10028,8,0
1,0,16,4435
0,13519,12,0
1,42156,12,12030
0,0,12,0
1,15884,10,3432
1,11729,8,0
0,21429,12,750
0,28625,12,2500
1,28506,12,209
0,22340,13,7000
1,2799,12,0
0,4748,10,1200
1,12345,12,4864
1,30270,12,13000
1,3094,12,500
1,31587,9,0
1,14897,13,6000
0,0,11,950
1,0,13,0
1,580,12,4850
1,339,9,1648
1,708,11,1905
1,0,9,0
0,22115,14,0
0,15124,8,0
1,25304,12,0
1,19555,14,0
1,7968,8,0
0,0,14,0
0,23403,12,9000
1,14724,11,0
1,1754,12,0
1,7419,12,4328
1,29223,10,3800
1,0,11,0
1,15634,11,4720
0,2370,9,2000
1,11292,15,1800
1,12557,12,6720
1,0,11,0
0,0,8,0
0,25938,10,2000
1,5124,10,0
0,4151,10,4000
1,30863,10,5460
1,493,12,0
1,22281,12,6400
1,11370,12,72
1,330,17,5000
0,2796,12,0
0,5892,12,0
1,1972,11,0
1,37067,10,2814
0,7934,12,900
1,0,8,600
1,17718,12,680
0,365,9,1540
1,1299,10,0
0,0,12,0
1,384,12,1600
1,2173,12,200
0,34071,12,9406
0,19322,10,10200
0,1944,10,0
1,34320,12,11000
1,7174,8,300
0,15684,11,8000
1,0,12,0
1,28826,16,8000
0,16,8,650
1,36693,12,0
1,27840,11,18200
1,0,8,0
1,3453,12,0
1,68772,12,400
0,19327,12,4800
1,0,9,8000
1,15092,10,2240
0,10301,12,4518
0,2980,9,250
1,40,12,1808
0,9491,10,0
1,10417,12,9980
1,8544,13,0
1,62640,8,0
0,42097,12,0
0,34321,10,200
0,48,13,999
1,6790,12,7826
0,26533,12,700
0,12991,12,3234
0,9192,12,0
1,1830,12,400
0,8056,15,5759
1,25301,12,98
0,3152,16,1800
1,13647,12,0
1,28881,11,700
1,38932,17,2000
1,0,12,6300
1,1765,12,13487
0,2883,12,0
1,921,12,6700
0,6762,12,150
1,6665,11,9000
0,51,11,0
1,0,12,0
1,41279,12,4864
1,22451,9,4368
1,4471,12,0
1,3796,13,0
0,0,9,4545
0,0,12,0
1,7126,10,0
1,34294,14,2263
0,516,11,6000
0,45109,14,7385
0,1149,10,0
1,234,12,0
1,3807,14,6432
0,728,7,7000
1,2124,12,600
1,11577,11,0
0,33130,12,6650
0,18698,8,10500
1,10002,10,0
0,43999,12,2000
0,9220,15,4500
1,10669,12,3000
1,9375,15,0
1,33309,12,12097
0,13866,13,6859
1,6304,14,98
1,25809,13,0
1,5385,11,0
1,2541,12,0
1,0,12,704
0,780,14,2234
1,0,12,4000
1,0,14,0
1,63,12,0
1,12708,11,2296
1,18214,12,0
1,39842,10,15000
1,0,8,700
1,14157,14,8000
1,0,8,0
1,18939,12,4240
0,0,14,0
0,19010,12,4000
1,43868,14,10000
1,43065,12,3000
0,25174,12,5500
0,19182,12,0
0,2772,11,609
1,6738,14,140
1,16440,11,0
1,19230,10,0
1,4614,9,3600
0,75,12,0
1,0,8,0
1,9705,11,1000
1,50633,12,800
0,6753,13,10000
0,15434,10,7000
1,27729,14,98
0,3656,9,2300
1,11271,11,4000
0,2837,13,4000
1,710,9,0
0,0,14,9000
1,0,12,0
1,12261,12,231
1,32067,10,500
1,18275,14,450
1,35021,12,4400
1,0,12,1200
0,50316,14,20000
0,13820,12,390
1,0,12,0
0,24767,15,636
0,903,12,8000
0,24827,14,6500
0,0,12,0
1,814,10,2828
1,741,12,1477
1,24013,10,6500
1,11690,12,0
0,44861,10,5000
1,16077,14,0
1,14847,8,3457
1,50318,12,1800
1,8180,12,0
1,12723,12,10816
0,1515,8,0
1,56,10,5937
1,933,8,0
0,0,9,3000
0,4521,9,3000
1,67235,8,1500
1,14005,8,0
1,21505,12,0
1,111,12,1750
0,0,12,0
1,5103,10,0
0,363,13,0
1,3033,12,170
1,9488,10,0
1,861,12,1200
0,2925,12,0
1,25906,12,7782
1,45862,9,11000
1,4575,12,4309
1,4041,12,10360
1,14376,12,2000
